id,hhb,hbo2,ca,na
10000,8.080523078120898,7.978562208619598,8.051578795528943,8.00468011942496
10001,7.690735849618668,8.127807620815146,7.930050687239591,8.03102871909312
10002,7.99694532728333,8.023589600276793,7.978227793499104,8.051966353475168
10003,7.961843151884093,8.015513517254949,7.954015048724589,8.003979291192042
10004,8.05249694495786,8.037293599555984,7.99726610276342,7.972865911029573
10005,8.149897899367398,8.077635660166049,7.998435417677975,7.988303354826135
10006,8.108712107689621,8.05646882777804,8.149201993931007,7.897382499170797
10007,7.977891261902567,8.022204975273036,8.033309686416981,8.01553368185001
10008,8.14695438445525,7.888932187762493,7.9655289661081214,8.014071658954055
10009,7.907389701024951,8.018921462781266,8.055199925241043,8.03469450119309
10010,8.099188637411878,8.114154404121068,7.733835562025593,8.070409375011478
10011,8.050721868890594,7.956001416515029,8.030663902201825,8.032393874891762
10012,8.010765908028711,7.965482733694966,8.113637529066908,8.044323820584035
10013,8.0496168900109,8.005952410590362,8.013239391540198,7.925302050794135
10014,7.879500728916249,8.0249747632737,8.031329778829342,7.995475498657741
10015,7.972746504877038,8.000505787295756,8.02927023368832,7.951802219769247
10016,7.963172212161441,8.152250512724427,7.979386720553453,8.151030279559633
10017,7.903059782502136,7.915955345103999,8.020723342140647,7.952095574620423
10018,7.986668594559161,8.054508513471577,7.994375102914822,7.583193763736058
10019,8.01155409435691,7.98632084076863,7.7729736484200656,8.042384693486548
10020,8.052155085670126,7.9738987330727245,8.111510589132912,7.975942388355771
10021,8.025785787624432,8.039763867894667,7.877892411363076,8.054607995177664
10022,7.965078054673235,8.007403074260333,7.9766847364119124,8.111290965386324
10023,7.999418126784548,7.784384110553151,8.120935319637422,7.88753429132234
10024,8.031401158765643,7.959657918928425,8.05349269512367,8.002959941233255
10025,7.9467347753115325,8.084265880761723,7.9962285362346055,7.997500912810483
10026,8.049301333579576,8.152478737494285,7.974082077021,7.944154234717083
10027,7.887474628614893,8.049564276885398,7.977946043303911,7.951207769974285
10028,7.9954446456964785,7.999228599514117,8.013653738908756,8.052970725147931
10029,7.411775508943931,8.083923380197728,8.304988098425248,7.954466954640488
10030,8.0003388554071,7.992902745032169,7.9904717014276905,7.9930786508209986
10031,7.9652983817085525,8.028228669952584,8.042867555301683,8.014071658954055
10032,8.027843058369449,8.04069212974223,8.08226195703482,7.857637465483216
10033,7.965466595898939,8.053227088034708,8.006968590414706,8.576867880763366
10034,8.022788458326673,8.024922800689904,7.953912333266287,8.049477775988066
10035,8.15823469623452,8.10160992321347,8.028908799570273,8.160849329065824
10036,7.949856388433949,7.979790534111986,8.051466910972524,8.098754220142567
10037,8.07777011671683,8.04607628368483,8.022851777071299,8.023034325794656
10038,8.095944580636028,7.9623335343840544,8.047181988658737,7.984208352086669
10039,8.055601083059464,8.038670174006821,8.010149207879087,8.093449288530094
10040,8.043976265659358,7.9890737386433095,7.871477010508943,8.076324620718466
10041,8.054342668891284,7.977440536138713,8.069826906774079,7.962610930522581
10042,7.993951677111191,7.877697432007934,8.021713660065153,7.891071994885707
10043,8.059939553250123,7.715748829068851,7.93460945386261,8.030485538892538
10044,8.071370690020762,8.078745310286594,8.002108624983315,8.012855187558932
10045,8.002515828341975,7.982376742035652,8.036646541014008,7.996668254113015
10046,8.064713305618534,7.972701515689708,7.577914484322621,7.951845760670525
10047,7.88769772541514,8.00475108987358,7.921767335680935,7.598909392303203
10048,7.994149728397262,7.989313700065712,7.885666438350674,8.026650495421508
10049,8.0315361092255,8.057444275362297,8.013026453220649,8.05085731542022
10050,8.03130078760169,8.019893906565184,7.872685672735697,8.07320178304227
10051,8.027843058369449,7.853777074737618,7.988704210575715,7.797166115582012
10052,7.993582363491656,7.99500222529072,7.981421011660782,7.765298956077226
10053,8.016440874947431,8.243411757004559,7.94369663147574,8.02805764451129
10054,8.052241906065309,7.992033250228783,8.083563528961447,8.041313433367776
10055,7.957708797268274,8.093607983231971,8.030917260374117,8.019652880801333
10056,8.134438569548626,7.958617477792591,8.04171341001856,8.028644429126373
10057,7.954883599713481,7.763178611222826,7.603239646860362,8.051786321145798
10058,7.953295490316557,8.052628174616185,8.01006511499182,7.868391537831802
10059,7.921644007592048,7.992151841690194,7.967455587800384,8.175260213983956
10060,7.9962285362346055,8.045330338174722,7.902724544462749,7.992287151918204
10061,7.756443848702527,8.152863795595593,7.958568339132862,7.541487431764028
10062,8.048445192535398,8.038265493292881,8.056948237103988,7.9971677541849155
10063,7.991699895297284,7.993584897456312,7.964382974029404,8.016439076591706
10064,7.977178850232353,7.972261483275835,7.949988769559221,8.003061132063845
10065,8.015476094908783,8.019515723883806,7.951770261257712,8.028704063113127
10066,8.059602768971894,7.69129176762053,7.989343190550134,8.158296365322352
10067,8.03567406070184,8.141478663574334,8.04752889813433,7.94760201145276
10068,8.216593490574395,7.758640427892093,8.006809385942505,8.10473940314666
10069,8.054094554053279,7.989371603625565,8.123242139938833,8.016478533265422
10070,8.029272255752614,7.667219987026299,7.94082323389031,7.889573807007148
10071,8.009831171703636,7.859533118813994,7.991058963465572,8.056531664753988
10072,8.024837189598177,7.760857524128441,8.020767375209697,8.021015777654952
10073,8.184734666197494,7.880022128391274,7.913091175015284,7.96776471951585
10074,8.054615947955323,8.030734390382015,7.888932187762493,7.956397672100881
10075,8.026868409816949,8.046733063323186,7.9420043884040386,8.010665946964036
10076,8.036316192985442,8.035676908987668,8.037859931527258,7.966062783911947
10077,8.068652158469042,8.010071449744082,8.13272876990541,7.983189832473686
10078,7.971078959332795,7.900942268795318,7.883224835715062,7.92044789047458
10079,7.9535052806026725,8.004309326442542,7.896418171573456,7.992136954702648
10080,8.04466848021375,8.053373911008377,7.853675739608568,8.018521656429229
10081,7.859553424386258,8.082348279710283,8.02220209524766,7.985213810729528
10082,8.072062553361553,8.085634837235661,8.160076020084249,8.01547021922807
10083,7.9960905079420685,7.956432305791867,7.9919534440037845,7.9980147973716065
10084,7.9693253690592485,7.910494427303451,8.142518846578824,7.646379912136361
10085,8.003981163370439,7.960851208380637,8.059654994471181,8.171348176788811
10086,7.994375102914822,7.9883592127457295,7.980463988368923,8.068322847865579
10087,8.028908799570273,7.962303557168464,7.933329561555662,8.08455012364049
10088,8.153984368654621,8.159917977795864,7.986129136809549,8.03582652981084
10089,7.957306120969005,7.890338612313309,8.025510792334126,8.099085883319468
10090,7.974723303672197,8.026559255456649,8.047325194626977,8.01622184809753
10091,7.983747870416902,8.030917260374117,7.923520280413431,7.975863563310547
10092,7.987413775992401,7.935097959544415,7.970772213937814,8.063946364014052
10093,7.957775486846672,7.950248758741711,8.003436513289067,7.9962285362346055
10094,8.186342679624053,7.970398688016639,8.045356593185984,8.016137886228485
10095,7.9980147973716065,8.004968429388576,7.861550583956449,8.034850341547056
10096,8.093615006208891,8.044381839580739,8.072224039717248,7.862303637814956
10097,8.225096777925117,8.026419438151649,7.968007894045253,7.964122134696485
10098,8.125742415800454,8.02807724322347,7.805172550905613,8.010427087475195
10099,7.793369918984763,7.8310976385198225,7.996535742115661,7.926460728142567
10100,8.06803045159399,8.134398412956859,7.92319268340965,8.004967268965848
10101,8.112857656100317,8.021194968286597,7.78450788913312,8.125334538432515
10102,8.00847947149748,7.964866118022076,8.1291020613026,8.017006778116436
10103,7.971848975660118,8.153328637337303,8.001806199259407,7.984288294842814
10104,7.925036779619178,7.953068183822743,8.15535312242271,8.002748599897433
10105,8.037577682490385,7.994367693910116,8.091252972497534,8.146237115189917
10106,8.099336771432881,7.761875532095575,8.033152238763622,8.073033993467886
10107,7.973958391262432,8.110056592692384,7.78168540481736,8.098042321110137
