id,hhb,hbo2,ca,na
10000,8.076958340059072,8.01252221489401,8.046485336888402,8.00974133476577
10001,7.679722544383091,8.15361206821677,7.9259801189111885,8.041543280062713
10002,8.042739598431357,7.984173493035163,7.966505194622478,8.03466003264587
10003,7.940171124700248,7.993704618528894,8.047283844040262,8.03450439837093
10004,8.037193041917671,8.022952601183178,8.001067166860128,7.790822773804699
10005,8.092833322179724,8.058557843408385,8.008147747216954,7.969743561149228
10006,8.110338238250334,7.996135526881153,8.231480378906737,7.890275373371228
10007,8.028343226278743,8.022681985124832,8.05960871204847,8.00212409140115
10008,8.114594641470855,7.909616080905347,7.944940412737677,8.017618214703381
10009,7.820567430550801,8.04115487546378,8.058340785727964,8.027058762678982
10010,8.037073794898506,8.087287710371845,7.804207980792635,8.053375819272862
10011,8.067051108841724,7.787917876083931,8.03815859585106,8.017541182248653
10012,8.08048850983645,7.998273175395237,7.952650189349746,8.054726757325817
10013,8.019423737182347,7.980748852553741,8.036323674775867,7.9330383333937
10014,7.957195726880196,8.050961345416503,7.9854840119235755,8.025942427426545
10015,7.977287654006456,8.012030814222337,8.042408343793232,7.991235389650435
10016,8.010543627846747,8.097993532185924,7.92177839046591,8.117674509515082
10017,7.9479389112985315,7.949359640211991,8.041127515176433,7.949809395853165
10018,8.026895879396493,8.071680862962033,8.033534275963818,7.687947103737728
10019,7.9805474684141355,7.9659751907357865,7.903057579413959,8.02429816514604
10020,8.094209090793477,7.990505559886461,8.13785322968653,8.024660011951422
10021,8.028464910324798,8.02660800558155,7.953928826867406,8.068085641038518
10022,7.9250644835985,8.012847403654336,8.02501006051439,8.137739810218658
10023,7.995039897231855,7.826883854703319,8.101625047415885,7.8517400455900255
10024,8.041726991147883,7.9977316085326375,8.03681775450252,8.004000884023622
10025,7.949804150124924,8.050124586351695,7.948265090366915,7.997944255366798
10026,8.039736341082174,8.161430216874896,8.061471211747898,7.976352194314926
10027,7.928788826864193,8.091779418754488,7.953350256647172,8.037783976266823
10028,7.977160818670605,8.003712797596599,8.01799453335174,8.068627535443012
10029,7.300239228019519,8.14460545635789,8.068847193771429,8.056688796585899
10030,7.995053937391801,7.960176706194974,7.9644508065472825,7.965344702877887
10031,7.977287654006456,8.026545034884755,7.976352034451139,8.007354032938892
10032,8.050716349451331,7.902918258384165,8.046723832517715,7.845097205212064
10033,7.954023967446272,8.055315807451006,8.018193083770953,8.391091777555934
10034,7.981446635320157,8.036245734490068,7.943873095361784,8.052406394476494
10035,8.093129726320957,8.000056518293004,8.04710640065817,8.084857693382865
10036,7.994653368969702,7.980223875645244,8.107987727305819,8.094913071479013
10037,8.046001154979573,8.058868149191007,8.03618562358638,8.020635093241593
10038,8.079200126856174,8.021951821592628,8.074666546387158,7.9690702920665295
10039,8.036252765550397,8.069075750693651,8.022681985124832,8.064455002816738
10040,7.958378064231278,7.987897363865288,7.886591051931521,8.067779986537772
10041,8.053054124369243,7.976630844596795,8.055117358532248,7.977287654006456
10042,8.055380927430843,7.8194700023985835,7.9897212042884656,7.625124053455607
10043,8.091308476122753,7.762191678024866,8.02463891929586,7.968413080774122
10044,8.052183180018668,8.017197982423694,8.050774873092957,8.081742324800896
10045,8.026327376717706,8.023546025179375,8.017971236391034,8.013415264050728
10046,8.04302957061788,7.909105138550192,7.607475472145117,7.954745313962556
10047,7.883251394679089,8.08430679577109,7.890099026764071,7.617104866897087
10048,7.930238035402571,8.030334921749043,7.8619346035644,8.024145294534778
10049,8.027459807050919,8.021230249774648,8.032846954178833,8.035293286601338
10050,8.027400398365344,7.959811713511374,7.751285433796374,8.043765441525041
10051,8.028370445832776,7.774971506843988,7.910225238336332,7.9148156833515415
10052,8.069337230824594,7.968346566302606,8.01420160218149,7.746160052507375
10053,8.001408536251354,8.183526493359592,7.896673168882847,8.032538238946527
10054,8.043275666659461,8.119358663487265,7.994222890342042,8.11427077150712
10055,7.961706826932888,8.094391138733501,8.021614682640182,7.9750512902551405
10056,8.121919136144143,7.948258793696173,8.022199092843048,8.020635093241593
10057,7.9206954224034085,7.828989934528409,7.670551033138935,8.00395738318283
10058,8.03048500664641,8.025384883833366,8.042042766382167,7.912244418508145
10059,7.919082774333707,7.998771241362913,7.939885463546873,8.082671222267
10060,7.946115706273485,8.094433103160444,7.886326369255528,7.956829032921791
10061,7.805749584403113,8.157078684655353,7.897152157650969,7.834350287724419
10062,8.01756084764793,8.046655797416834,8.060695109797647,7.982426880854266
10063,7.890799900800706,8.020635093241593,7.968368286706802,7.96608259446052
10064,8.039685588703955,8.027960665048631,7.96164373434203,7.957190375982708
10065,8.050894948094928,8.036252765550397,7.91475926686761,8.035941766136215
10066,8.036252765550397,7.747399613234152,8.023286925045777,8.144613048871765
10067,8.017100329229951,8.177188850990074,8.028874917314518,7.98592322721582
10068,8.125517157073588,7.743450448085051,7.982836593537006,8.14107818572157
10069,8.065510454213838,8.014665830935593,7.951541847860402,8.041891575443042
10070,8.055862267626978,7.70415771141944,7.874457794432441,7.894614471998637
10071,8.03461951044019,7.852651597477028,8.002506458011812,8.078066885987619
10072,7.982480102718306,7.718443208475528,8.021216515993421,8.023022602908906
10073,8.134248783467184,7.993803333513259,7.8212742156369295,8.037443303830317
10074,7.990712416128863,8.028642904772846,7.914511912960364,7.903226859728172
10075,8.008697460472607,8.026964120851526,7.948577039705699,7.985014769222483
10076,8.023390640253597,8.046740979123566,8.005780891304306,7.9692225324668415
10077,8.084565075071275,8.010968482072723,8.085276190426278,7.954023967446272
10078,7.999771185659812,7.905469765728316,7.892039611944568,7.938773148590598
10079,8.056408183148967,8.053183053657184,7.907906031489932,7.989613227054937
10080,8.037398769896003,8.084776325988782,7.706312385093078,7.983095061067527
10081,7.833747198422915,8.036832563579134,7.996182123057207,8.021891342645562
10082,8.066095011445816,8.044581241964789,8.17133479824457,8.011003231890143
10083,8.043425671805421,7.968690504231114,8.068453156063939,7.981207384417024
10084,7.804595078944523,7.653272215178317,8.11230702636788,7.5630754174090695
10085,8.026717529107241,7.955193201669024,8.029067893808273,8.06468266921078
10086,8.033534275963818,7.944135535282068,7.957712006492535,8.032041502027107
10087,8.036573782928938,7.904729481114751,7.925521869117279,8.053387208917457
10088,8.098883714944291,8.261393137051714,7.9879357659097385,8.034888084633765
10089,7.975138009408911,7.871906179108253,8.033397757298097,8.063481855690252
10090,8.01799453335174,8.076439488919195,8.049826862664847,7.990154018301292
10091,8.006366171050589,8.029922083226559,7.790592221540228,8.003869590533778
10092,8.012410431783875,7.854617107446825,7.948236466735069,8.054674386891007
10093,7.959650539214139,7.871843021979681,8.01797211813232,7.944804799855771
10094,8.074524391236222,7.942825874022354,8.034641142697643,8.036573782928938
10095,7.986218685710021,7.989134149376957,7.8491567142715315,8.003968685520569
10096,8.047722176567957,7.919814635389347,8.0752517540513,7.850353649008437
10097,8.162999257415734,8.042718336691243,7.916853759858154,8.013619173654224
10098,8.16252268889368,7.996776644894992,7.901119407895299,8.030013904370502
10099,7.78853796483015,7.819009372814176,8.020157650548807,7.848014672356219
10100,8.050438359121584,8.142555848932249,8.050041379414358,8.036600800085955
10101,8.095383403536788,8.021614682640182,7.803660838804278,8.080282976340515
