id,hhb,hbo2,ca,na
10000,8.019522952295224,8.234104477611936,8.500780952380962,7.822772073921991
10001,7.822772073921991,8.234104477611936,7.822772073921991,8.019522952295224
10002,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10003,7.822772073921991,8.019522952295224,7.822772073921991,7.822772073921991
10004,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10005,7.822772073921991,8.019522952295224,8.019522952295224,8.019522952295224
10006,8.234104477611936,8.234104477611936,8.019522952295224,7.822772073921991
10007,7.822772073921991,8.019522952295224,8.019522952295224,8.019522952295224
10008,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10009,7.822772073921991,8.500780952380962,8.019522952295224,8.019522952295224
10010,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10011,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10012,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10013,8.019522952295224,8.234104477611936,8.019522952295224,7.822772073921991
10014,7.822772073921991,8.019522952295224,7.822772073921991,8.019522952295224
10015,8.019522952295224,8.019522952295224,8.019522952295224,8.234104477611936
10016,7.822772073921991,8.019522952295224,8.234104477611936,8.019522952295224
10017,7.822772073921991,7.822772073921991,8.019522952295224,8.019522952295224
10018,7.822772073921991,8.234104477611936,8.019522952295224,7.822772073921991
10019,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10020,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10021,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10022,8.234104477611936,7.822772073921991,7.822772073921991,8.019522952295224
10023,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10024,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10025,8.019522952295224,7.822772073921991,8.019522952295224,7.822772073921991
10026,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10027,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10028,7.822772073921991,8.019522952295224,8.019522952295224,8.234104477611936
10029,8.019522952295224,11.3725,8.019522952295224,8.019522952295224
10030,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10031,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10032,8.019522952295224,7.822772073921991,8.500780952380962,7.822772073921991
10033,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10034,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10035,7.822772073921991,8.019522952295224,8.019522952295224,8.019522952295224
10036,7.822772073921991,7.822772073921991,8.019522952295224,8.019522952295224
10037,8.500780952380962,8.019522952295224,8.019522952295224,8.019522952295224
10038,8.019522952295224,8.234104477611936,8.019522952295224,8.019522952295224
10039,8.019522952295224,8.500780952380962,8.019522952295224,8.019522952295224
10040,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10041,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10042,8.019522952295224,7.822772073921991,7.822772073921991,7.822772073921991
10043,8.019522952295224,7.822772073921991,8.234104477611936,8.019522952295224
10044,8.234104477611936,8.019522952295224,7.822772073921991,8.019522952295224
10045,8.500780952380962,8.019522952295224,8.234104477611936,8.019522952295224
10046,8.019522952295224,7.822772073921991,7.822772073921991,7.822772073921991
10047,7.822772073921991,8.019522952295224,7.822772073921991,8.019522952295224
10048,7.822772073921991,8.019522952295224,7.822772073921991,8.019522952295224
10049,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10050,8.019522952295224,7.822772073921991,7.822772073921991,7.822772073921991
10051,8.019522952295224,7.822772073921991,7.822772073921991,7.822772073921991
10052,8.234104477611936,7.822772073921991,8.019522952295224,7.822772073921991
10053,8.234104477611936,8.019522952295224,7.822772073921991,8.019522952295224
10054,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
10055,7.822772073921991,8.500780952380962,8.019522952295224,8.019522952295224
10056,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10057,7.822772073921991,7.822772073921991,7.822772073921991,8.019522952295224
10058,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10059,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10060,8.019522952295224,8.019522952295224,7.822772073921991,7.822772073921991
10061,7.822772073921991,8.019522952295224,7.822772073921991,8.019522952295224
10062,8.019522952295224,8.500780952380962,8.234104477611936,8.234104477611936
10063,7.822772073921991,8.019522952295224,7.822772073921991,7.822772073921991
10064,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10065,8.500780952380962,8.019522952295224,8.019522952295224,8.019522952295224
10066,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10067,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10068,8.019522952295224,8.019522952295224,7.822772073921991,8.234104477611936
10069,8.019522952295224,7.822772073921991,8.234104477611936,8.234104477611936
10070,7.822772073921991,7.822772073921991,7.822772073921991,7.822772073921991
10071,8.019522952295224,7.822772073921991,8.234104477611936,8.019522952295224
10072,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10073,8.500780952380962,8.019522952295224,7.822772073921991,8.019522952295224
10074,8.019522952295224,8.019522952295224,7.822772073921991,8.234104477611936
10075,8.019522952295224,8.019522952295224,8.234104477611936,8.234104477611936
10076,7.822772073921991,8.019522952295224,8.019522952295224,7.822772073921991
10077,8.019522952295224,8.019522952295224,8.500780952380962,8.019522952295224
10078,7.822772073921991,7.822772073921991,7.822772073921991,8.019522952295224
10079,8.234104477611936,8.234104477611936,8.019522952295224,8.019522952295224
10080,8.019522952295224,8.500780952380962,7.822772073921991,7.822772073921991
10081,7.822772073921991,8.019522952295224,8.019522952295224,8.019522952295224
10082,8.019522952295224,8.019522952295224,8.500780952380962,8.019522952295224
10083,8.234104477611936,8.234104477611936,8.019522952295224,8.019522952295224
10084,7.822772073921991,7.822772073921991,8.019522952295224,7.822772073921991
10085,8.019522952295224,7.822772073921991,8.019522952295224,8.234104477611936
10086,8.019522952295224,8.019522952295224,8.234104477611936,8.500780952380962
10087,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10088,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10089,7.822772073921991,7.822772073921991,8.500780952380962,8.019522952295224
10090,8.019522952295224,8.234104477611936,8.019522952295224,8.019522952295224
10091,8.234104477611936,8.019522952295224,7.822772073921991,8.019522952295224
10092,8.234104477611936,7.822772073921991,7.822772073921991,8.019522952295224
10093,8.019522952295224,7.822772073921991,8.019522952295224,8.019522952295224
10094,8.500780952380962,8.019522952295224,8.019522952295224,8.019522952295224
10095,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10096,8.234104477611936,7.822772073921991,8.019522952295224,7.822772073921991
10097,8.500780952380962,8.019522952295224,8.234104477611936,8.019522952295224
10098,8.500780952380962,8.019522952295224,7.822772073921991,8.019522952295224
10099,8.019522952295224,8.019522952295224,8.019522952295224,7.822772073921991
10100,8.500780952380962,8.019522952295224,7.822772073921991,8.019522952295224
10101,8.234104477611936,8.019522952295224,5.940526315789474,8.019522952295224
10102,8.019522952295224,7.822772073921991,7.822772073921991,8.019522952295224
10103,8.019522952295224,8.019522952295224,7.822772073921991,8.019522952295224
10104,8.019522952295224,8.019522952295224,8.019522952295224,8.019522952295224
