id,hhb,hbo2,ca,na
10000,8.21761880253496,7.888766918033097,8.092880406385873,8.084997022792056
10001,7.664073037078192,8.409488662335985,7.842615519336318,8.114461521180564
10002,8.138987768503878,7.960038854539341,8.208158761987743,8.30936801728646
10003,8.00753065888432,7.937307376280939,8.305044161719788,7.9757331446865525
10004,8.179595685669561,8.047940455716226,7.9497095249487995,7.927856966768211
10005,7.918260561163078,8.347711388734771,7.928794834061316,7.752468541185959
10006,8.096812086089816,7.889942379679131,8.326739886997446,7.9000780001156885
10007,7.9255264040596165,8.000986066929073,8.102404673093892,8.00459669328712
10008,8.143513035285084,7.752813974014722,7.861595351315084,8.02291859954898
10009,7.739481915360374,8.126905503402346,8.17999486134716,8.107545354089696
10010,8.067645163498689,8.356386666717778,7.9276059622704045,8.132913799016423
10011,8.056707460324082,7.797033714888125,8.092355621518424,7.955410618051818
10012,7.7623998090882225,8.023344573296328,7.652729392852039,7.9900674544765
10013,8.090818812117384,7.907673797664658,7.921335692541913,8.104108037320023
10014,7.914014977636437,8.100697197097263,8.206263297414651,7.920247623703991
10015,7.747132084424,8.05545622225034,7.987024457393452,7.894736383109194
10016,7.951057906058028,8.143513035285084,7.717826082773768,8.143513035285084
10017,7.840358278480834,7.993542463389782,8.000986066929073,7.767894311296677
10018,7.968500321437241,7.79825480267167,7.919896438177536,7.418677706040979
10019,7.912894958136052,7.933304637755732,7.753077217317128,8.143083334613701
10020,8.086450293933773,8.001673454203823,8.135611738671495,8.071751570833452
10021,7.975448139048663,7.992343503047503,6.83344857297649,8.09376210921232
10022,7.769138205414342,8.092132171720532,8.137041766997955,8.4755654868258
10023,7.971352281300653,8.024895104942576,8.068325551748819,7.935804690736044
10024,8.038428367695428,7.9285222985826165,8.032519441896357,8.034050784738332
10025,7.882397648872955,8.119997662285721,7.909793279167006,8.00895568041193
10026,8.102404673093892,8.248629299296562,8.138405958027578,7.882397648872955
10027,7.8073378312946335,8.395478333244894,7.746288522140543,8.043819624342124
10028,7.905184820942055,8.05545622225034,8.054840799834075,8.065271082725072
10029,7.091444026091027,7.9802111170317085,7.941269184433235,7.778930487596111
10030,7.9572056272672596,7.917990436933497,7.977967854139937,7.931295477295536
10031,7.882397648872955,8.02062907617128,7.699580495009968,8.02291859954898
10032,8.22415132470537,7.685217643438769,8.208260622086312,7.489024924843981
10033,7.774527714718051,8.149426503346097,7.889747763791034,9.221430383230913
10034,7.912144971254831,7.888273965174217,7.664469285663983,8.11273382900031
10035,8.069452912301305,8.050003537080299,8.29490142160921,8.367181880427848
10036,7.869077243474308,8.023344573296328,8.082872365226887,8.173064995934483
10037,8.130271869704917,8.009580035357104,7.9811748974302406,8.02291859954898
10038,8.268072331684822,8.150315268058277,8.224756662063443,7.938720957075551
10039,8.095344016412923,7.959305363377264,8.056583019597797,8.08367754638285
10040,7.974886616279947,8.06419231652861,7.703812141015216,7.96295945652451
10041,8.124632620324661,7.951057906058028,7.991785311631493,7.747132084424
10042,8.04500567159815,7.878084593352189,8.111027722848503,7.717109621971256
10043,7.969578951532983,7.822975281912238,8.251444379629698,8.009857272067439
10044,8.069927012118002,7.92566169234506,8.08923843892609,8.123439670636522
10045,8.149185326422002,8.048822818828967,7.9901766612202625,8.027446779566718
10046,8.21062180529872,7.549493299547522,7.644477438396899,7.970013144597567
10047,7.9000780001156885,8.145743969247532,7.793515705286663,8.001698875703445
10048,8.015682502230588,8.21982891531863,7.754658669314887,8.060177612052215
10049,8.02291859954898,7.992343503047503,8.00459669328712,8.2981745053017
10050,7.9977699180064015,8.109451019333074,7.624669868407355,7.847538509932468
10051,7.984090702930233,7.61796325291586,7.988151883682282,7.911115700021006
10052,8.180682506486441,7.886650271604629,8.041005027823045,7.7571385485423825
10053,7.994280004920335,8.286483184864675,8.134417609963478,8.054840799834075
10054,8.183648098780367,7.927968499212952,8.094621298855156,7.946866641565188
10055,7.962598174506142,8.120386730283549,7.9818453642054585,7.95445649555121
10056,8.143513035285084,7.822662650223892,8.188352643843366,8.02291859954898
10057,7.865687620219147,7.861788399982343,7.327841715859642,8.150870051850793
10058,7.938980344910408,8.245505494775147,8.061108833911758,7.776446651687549
10059,7.851562984770871,7.900584930959933,7.761176343656635,8.176916062398446
10060,7.982079946405306,8.105504266631556,7.826785720176855,8.035232666792707
10061,7.209565204946516,8.195882617366001,7.822638980837374,7.279651068697151
10062,7.992343503047503,7.958600086850512,8.122408695158596,7.977124124644072
10063,8.163810543163196,7.942086684399196,7.853349055660849,7.966103171095734
10064,7.825703891697444,7.941859858567301,7.868891329739781,8.000429642368115
10065,8.004676884029326,8.095344016412923,7.820848063296066,8.003961195320375
10066,8.09376210921232,7.484512184354463,7.9626219465870784,8.15860270642742
10067,7.984090702930233,8.192520556343114,7.953791012541744,7.7839288571282
10068,8.258520735700717,7.774423422542199,7.797286331645707,8.254320109215728
10069,8.193869258279427,7.99372556695607,7.7491833053581765,7.965386087638566
10070,8.291528286102745,7.517295085221986,7.835305152977762,7.854554329798594
10071,8.063500277707888,8.002481332822674,7.855187880679432,8.054451974516263
10072,7.79076795673659,7.301362962882936,8.102404673093892,7.9977699180064015
10073,8.18953349537527,7.8001215972897935,7.93242667361532,8.011822363199201
10074,8.102404673093892,8.01853214487908,7.752813974014722,8.01636848776602
10075,7.9991495988293,8.233448646688474,7.796669041224924,8.112937363203677
10076,7.951057906058028,8.056583019597797,8.002499761994919,7.92344743448611
10077,8.23136719423893,8.024660819312702,8.43893758328144,7.774527714718051
10078,8.04913161926078,7.733834142035956,7.663486923232955,7.793452433002015
10079,8.267770282694391,8.00494896445723,7.504561537973068,7.996147551016908
10080,8.191857422373898,8.260383532533288,7.678532960168017,7.917186345223146
10081,7.813024979060226,8.044600771513792,8.286603090462169,7.545084654784393
10082,7.973369823655232,7.985034626996475,8.865022781894384,7.952168502645139
10083,8.235536807135801,8.13168351339925,8.145743969247532,7.983384173459756
10084,7.7706269672218475,7.5969059949713165,8.173657797295185,7.424540081239705
10085,8.000986066929073,7.8569255255680375,8.41295335010107,8.464119342731507
10086,8.000728353327323,7.903159875745632,7.927285884002507,8.11450825809988
10087,8.044845283339734,7.995508534534119,7.920183232551305,8.160451445239053
10088,8.137775390180048,8.649400156630135,7.920039673919115,8.09376210921232
10089,8.023344573296328,7.695583819496537,8.135548067283917,8.08367754638285
10090,7.771805300633573,7.956494248206618,8.06888422613495,7.9958663585735446
10091,7.93194532604208,8.027446779566718,7.880117144671874,8.021049554409926
10092,7.736212691369673,8.090014963999224,7.8569255255680375,8.452960409620605
10093,7.9067779085232734,8.732915219313545,7.978337870589953,7.909793279167006
10094,8.452659349932288,7.8454357351041555,8.046198235952504,8.102404673093892
10095,7.983384173459756,7.900584930959933,7.780419389822073,7.89646336874595
10096,7.963730345064466,7.655704931630762,8.179696455928806,7.612289646044783
10097,8.481963215779315,7.992343503047503,7.851444726000016,8.048822818828967
10098,8.637415688871512,7.981445408682461,7.812236877177186,7.924884633850719
10099,7.545430137112295,8.34998538444574,7.828742246078023,7.990444864174459
10100,8.11877903204706,8.259779098211295,9.153258842745807,8.106836227246523
10101,8.196196660543936,7.9818453642054585,7.60053553833162,8.038306025730787
10102,7.942086684399196,8.023344573296328,8.796355282456163,7.95445649555121
10103,7.767894311296677,8.437533947936386,8.448273644329028,7.9681992384885945
10104,7.793363796806852,7.663356273737417,8.435475377995521,8.056583019597797
10105,7.943426677174915,7.8694797979509925,8.124216274215701,8.732036838990464
10106,8.225441573146256,7.228405622873337,8.130019429094373,7.924357122248904
10107,7.953348819793728,8.104870198870977,7.652461910925952,8.08367754638285
10108,8.009580035357104,8.010316018085394,7.99372556695607,7.864599082248455
10109,8.443820283300264,7.688507966715383,7.903159875745632,7.850389251626806
10110,7.951057906058028,8.264982021655758,8.12517823501769,7.882397648872955
10111,8.054840799834075,8.268844469540184,7.8935226510752,7.945329196086596
10112,8.057343019918262,7.842554565817098,7.767365108168704,7.985479654034729
10113,7.8381539127282664,8.092234654417869,8.037666532569089,7.975888302447525
10114,6.489083267463445,7.723414571151929,7.9958663585735446,7.963629064197632
10115,8.069379582368041,7.947451291789126,8.371104071631125,8.097613485441554
10116,7.9231498758356045,7.868330611346932,8.120880807119669,8.054840799834075
10117,8.07752679001652,7.89289207690347,8.135548067283917,7.771104012309123
10118,9.300948468307988,8.023344573296328,7.907155212969973,7.903159875745632
10119,7.592758958025024,8.159806710564604,8.135548067283917,8.562408541085395
10120,8.096908237380058,7.725887283106172,8.129659525892475,8.05545622225034
10121,7.768081761751923,8.002499761994919,7.804432229788261,7.997434470538912
10122,8.74462821022774,7.760451496394559,8.459895838530892,8.222319823399756
10123,8.014424978924316,6.391000440066887,7.976111157460049,8.381311217723956
10124,8.046619453261634,8.000986066929073,8.092880406385873,7.6927147215978575
10125,8.103499488694048,8.085701894372118,8.121270294929657,8.098068307281496
10126,8.006408277928848,7.823984944444137,8.161767723048813,7.976401952032345
10127,7.979926238491226,8.023344573296328,7.7827993430633855,8.154527583540867
10128,8.106103998935746,7.983965917275061,7.964678149568125,8.000986066929073
10129,7.865852794085693,8.133938048061175,7.997460783786251,7.9559179288766675
10130,8.072842495428803,7.9274434368361435,7.966103171095734,8.667801517547662
10131,7.9581896357926185,8.177835742964733,8.023344573296328,8.379012972409079
10132,8.329132035647877,8.058731156266322,7.713073124275513,7.93071667837094
10133,7.947681619870443,8.294813373312367,7.53850456926673,7.861595351315084
10134,8.00244986107001,8.422544010776322,8.009580035357104,8.175764339970616
10135,7.909793279167006,8.09376210921232,8.14831088374612,7.958967328223155
10136,8.000986066929073,8.100433762755348,7.961628740477413,8.054840799834075
10137,7.953403664006837,8.065602542366877,6.742725542498579,8.143513035285084
